category,rank,percentile,gender,branch,college_name
3,62884,63.5478045,1,Electrical Engg[Electronics and Power],"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
4,92091,39.3128682,1,Electrical Engg[Electronics and Power],"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
9,53928,69.3871747,1,Electrical Engg[Electronics and Power],"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
2,56116,67.9791157,0,Electrical Engg[Electronics and Power],"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
3,90229,41.1873138,0,Electrical Engg[Electronics and Power],"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
9,56621,67.4824177,0,Electrical Engg[Electronics and Power],"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
2,43387,75.8471965,1,Electrical Engg[Electronics and Power],"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
9,70997,57.2112851,1,Electrical Engg[Electronics and Power],"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
7,87220,43.3051128,0,Electrical Engg[Electronics and Power],"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
10,22778,87.6520385,0,Electrical Engg[Electronics and Power],"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
13,74048,54.5241174,0,Electrical Engg[Electronics and Power],"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
2,31271,83.1650789,0,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
3,49984,71.7637042,0,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
5,34244,81.4109415,0,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
6,35746,80.5501725,0,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
7,43494,75.7886771,0,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
8,48023,72.9031949,0,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
9,34248,81.4109415,0,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
2,24097,87.0274997,1,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
3,59968,65.2657662,1,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
4,120331,4.2387378,1,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
7,25084,86.5103056,1,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
9,31577,82.8743796,1,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
2,30212,83.5863377,0,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
3,50173,71.7637042,0,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
6,48382,72.8897104,0,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
7,34049,81.5143923,0,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
8,95386,35.6983743,0,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
9,31938,82.6733861,0,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
2,27348,85.2528023,1,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
3,61316,64.0609282,1,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
9,32286,82.4407997,1,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
5,52873,70.0988506,0,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
11,90969,39.5925136,0,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
10,21727,88.2761636,0,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
13,45586,74.5211181,0,Electronics and Telecommunication Engg,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
2,64420,62.0823842,0,Mechanical Engineering,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
3,106848,23.121138,0,Mechanical Engineering,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
5,77632,51.9313711,0,Mechanical Engineering,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
6,85930,44.9304271,0,Mechanical Engineering,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
7,72666,55.8902921,0,Mechanical Engineering,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
8,106100,23.9542468,0,Mechanical Engineering,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
9,75284,54.124615,0,Mechanical Engineering,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
2,68056,59.5292331,1,Mechanical Engineering,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
9,76382,52.8246408,1,Mechanical Engineering,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
3,96842,34.1210946,1,Mechanical Engineering,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
2,84338,45.9884082,0,Mechanical Engineering,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
9,88642,42.5186027,0,Mechanical Engineering,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
2,66377,60.7344231,1,Mechanical Engineering,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
9,92852,38.6417086,1,Mechanical Engineering,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
3,79375,50.816249,0,Mechanical Engineering,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
10,45494,74.745321,0,Mechanical Engineering,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
13,93002,38.5667023,0,Mechanical Engineering,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon"
2,97172,33.5099087,0,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
3,120452,4.1980573,0,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
5,117791,8.3872203,0,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
6,101452,29.2342823,0,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
7,109625,19.499854,0,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
8,107388,22.2500723,0,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
9,107447,22.2500723,0,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
2,81835,48.2601391,1,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
3,112351,16.0971905,1,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
5,103954,26.2202423,1,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
6,103451,26.7890081,1,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
7,99515,31.7734581,1,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
9,99215,32.1061359,1,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
2,116713,10.1982314,0,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
2,96617,34.6668564,0,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
3,116047,10.7718485,0,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
5,105965,23.9542468,0,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
6,106719,23.121138,0,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
7,105959,23.9542468,0,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
9,107498,22.2500723,0,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
2,91157,39.5925136,1,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
3,114147,13.5440394,1,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
9,104794,25.4603297,1,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
13,122007,1.2935323,0,Civil Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
2,22168,88.0563059,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
3,33141,81.9995261,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
4,79827,50.5614783,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
5,29306,84.1506751,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
6,31282,83.1650789,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
7,28273,84.8614274,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
8,34770,81.0304563,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
9,24384,86.9162467,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
2,20806,88.795558,1,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
3,32962,82.1909278,1,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
4,88430,42.5186027,1,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
5,31121,83.2284916,1,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
6,30836,83.3155184,1,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
7,30937,83.2493822,1,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
9,23271,87.4840478,1,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
14,122436,0.4351321,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
14,92097,39.3128682,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
2,28684,84.3826019,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
3,35165,80.8718313,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
4,73486,55.2181517,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
5,47266,73.5739966,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
6,33437,81.8334533,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
7,40520,77.9458986,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
8,31206,83.1650789,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
9,30471,83.4474115,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
2,26486,85.7225489,1,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
3,34461,81.4005843,1,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
4,84129,46.1727561,1,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
9,27241,85.2978814,1,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
11,45018,75.182198,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
12,89860,41.4815869,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
10,13157,92.8720577,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
16,48548,72.8897104,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
12,86363,44.6471616,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
13,33849,81.6296507,0,Computer Science and Engineering,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
2,30946,83.2493822,0,Information Technology,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
3,36998,79.5947693,0,Information Technology,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
4,116838,10.0599952,0,Information Technology,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
5,39835,78.1473584,0,Information Technology,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
6,31436,83.1461738,0,Information Technology,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
7,37967,79.4729608,0,Information Technology,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
8,41742,77.0311313,0,Information Technology,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
9,33433,81.8334533,0,Information Technology,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
2,25801,86.1713847,1,Information Technology,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
3,33787,81.6296507,1,Information Technology,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
7,43627,75.67388,1,Information Technology,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
9,30270,83.4797216,1,Information Technology,"Prof. Ram Meghe Institute of Technology & Research, Amravati"
